date,deaths_new,deaths_bid,deaths_new_dod,deaths_bid_dod,deaths_unvax,deaths_pvax,deaths_fvax,deaths_boost,deaths_tat
5/29/2020,0,0,0,0,0,0,0,0,0
5/30/2020,0,0,0,0,0,0,0,0,0
5/31/2020,0,0,0,0,0,0,0,0,0
6/1/2020,0,0,0,0,0,0,0,0,0
6/2/2020,0,0,0,0,0,0,0,0,0
6/3/2020,0,0,0,0,0,0,0,0,0
6/4/2020,1,0,1,0,1,0,0,0,0
6/5/2020,1,0,1,0,1,0,0,0,0
6/6/2020,0,0,0,0,0,0,0,0,0
6/7/2020,0,0,0,0,0,0,0,0,0
6/8/2020,0,0,0,0,0,0,0,0,0
6/9/2020,0,0,0,0,0,0,0,0,0
6/10/2020,1,0,1,0,1,0,0,0,0
6/11/2020,1,1,1,1,1,0,0,0,0
6/12/2020,2,1,2,1,2,0,0,0,0
6/13/2020,0,0,0,0,0,0,0,0,0
6/14/2020,0,0,0,0,0,0,0,0,0
6/15/2020,0,0,0,0,0,0,0,0,0
6/16/2020,0,0,0,0,0,0,0,0,0
6/17/2020,0,0,0,0,0,0,0,0,0
6/18/2020,0,0,0,0,0,0,0,0,0
6/19/2020,0,0,0,0,0,0,0,0,0
6/20/2020,0,0,0,0,0,0,0,0,0
6/21/2020,0,0,0,0,0,0,0,0,0
6/22/2020,0,0,0,0,0,0,0,0,0
6/23/2020,0,0,0,0,0,0,0,0,0
6/24/2020,0,0,0,0,0,0,0,0,0
6/25/2020,0,0,0,0,0,0,0,0,0
6/26/2020,0,0,0,0,0,0,0,0,0
6/27/2020,0,0,0,0,0,0,0,0,0
6/28/2020,0,0,0,0,0,0,0,0,0
6/29/2020,0,0,0,0,0,0,0,0,0
6/30/2020,0,0,0,0,0,0,0,0,0
7/1/2020,0,0,0,0,0,0,0,0,0
7/2/2020,0,0,0,0,0,0,0,0,0
7/3/2020,0,0,0,0,0,0,0,0,0
7/4/2020,0,0,0,0,0,0,0,0,0
7/5/2020,0,0,0,0,0,0,0,0,0
7/6/2020,0,0,0,0,0,0,0,0,0
7/7/2020,0,0,0,0,0,0,0,0,0
7/8/2020,0,0,0,0,0,0,0,0,0
7/9/2020,0,0,0,0,0,0,0,0,0
7/10/2020,1,0,1,0,1,0,0,0,0
7/11/2020,0,0,0,0,0,0,0,0,0
7/12/2020,0,0,0,0,0,0,0,0,0
7/13/2020,0,0,0,0,0,0,0,0,0
7/14/2020,0,0,0,0,0,0,0,0,0
7/15/2020,0,0,0,0,0,0,0,0,0
7/16/2020,0,0,0,0,0,0,0,0,0
7/17/2020,1,1,1,1,1,0,0,0,0
7/18/2020,0,0,0,0,0,0,0,0,0
7/19/2020,0,0,0,0,0,0,0,0,0
7/20/2020,0,0,0,0,0,0,0,0,0
7/21/2020,0,0,0,0,0,0,0,0,0
7/22/2020,0,0,0,0,0,0,0,0,0
7/23/2020,0,0,0,0,0,0,0,0,0
7/24/2020,0,0,0,0,0,0,0,0,0
7/25/2020,0,0,0,0,0,0,0,0,0
7/26/2020,1,0,1,0,1,0,0,0,0
7/27/2020,0,0,0,0,0,0,0,0,0
7/28/2020,0,0,0,0,0,0,0,0,0
7/29/2020,1,1,1,1,1,0,0,0,0
7/30/2020,0,0,0,0,0,0,0,0,0
7/31/2020,0,0,0,0,0,0,0,0,0
8/1/2020,0,0,0,0,0,0,0,0,0
8/2/2020,0,0,0,0,0,0,0,0,0
8/3/2020,0,0,0,0,0,0,0,0,0
8/4/2020,0,0,0,0,0,0,0,0,0
8/5/2020,0,0,0,0,0,0,0,0,0
8/6/2020,0,0,0,0,0,0,0,0,0
8/7/2020,0,0,0,0,0,0,0,0,0
8/8/2020,0,0,0,0,0,0,0,0,0
8/9/2020,0,0,0,0,0,0,0,0,0
8/10/2020,0,0,1,0,1,0,0,0,0
8/11/2020,0,0,0,0,0,0,0,0,0
8/12/2020,0,0,0,0,0,0,0,0,0
8/13/2020,0,0,0,0,0,0,0,0,0
8/14/2020,0,0,0,0,0,0,0,0,0
8/15/2020,0,0,0,0,0,0,0,0,0
8/16/2020,0,0,0,0,0,0,0,0,0
8/17/2020,0,0,0,0,0,0,0,0,0
8/18/2020,0,0,0,0,0,0,0,0,0
8/19/2020,0,0,0,0,0,0,0,0,0
8/20/2020,0,0,0,0,0,0,0,0,0
8/21/2020,0,0,0,0,0,0,0,0,0
8/22/2020,0,0,0,0,0,0,0,0,0
8/23/2020,0,0,0,0,0,0,0,0,0
8/24/2020,0,0,0,0,0,0,0,0,0
8/25/2020,0,0,0,0,0,0,0,0,0
8/26/2020,0,0,0,0,0,0,0,0,0
8/27/2020,0,0,0,0,0,0,0,0,0
8/28/2020,0,0,0,0,0,0,0,0,0
8/29/2020,1,0,1,0,1,0,0,0,0
8/30/2020,1,0,1,0,1,0,0,0,0
8/31/2020,0,0,0,0,0,0,0,0,0
9/1/2020,1,0,1,0,1,0,0,0,0
9/2/2020,0,0,0,0,0,0,0,0,0
9/3/2020,0,0,0,0,0,0,0,0,0
9/4/2020,0,0,0,0,0,0,0,0,0
9/5/2020,0,0,0,0,0,0,0,0,0
9/6/2020,0,0,0,0,0,0,0,0,0
9/7/2020,0,0,0,0,0,0,0,0,0
9/8/2020,0,0,0,0,0,0,0,0,0
9/9/2020,0,0,0,0,0,0,0,0,0
9/10/2020,0,0,0,0,0,0,0,0,0
9/11/2020,0,0,0,0,0,0,0,0,0
9/12/2020,0,0,0,0,0,0,0,0,0
9/13/2020,0,0,0,0,0,0,0,0,0
9/14/2020,1,1,1,1,1,0,0,0,0
9/15/2020,0,0,0,0,0,0,0,0,0
9/16/2020,0,0,0,0,0,0,0,0,0
9/17/2020,0,0,0,0,0,0,0,0,0
9/18/2020,1,0,1,0,1,0,0,0,0
9/19/2020,1,0,1,0,1,0,0,0,0
9/20/2020,0,0,0,0,0,0,0,0,0
9/21/2020,0,0,0,0,0,0,0,0,0
9/22/2020,1,0,1,0,1,0,0,0,0
9/23/2020,1,0,2,0,2,0,0,0,0
9/24/2020,0,0,0,0,0,0,0,0,0
9/25/2020,0,0,0,0,0,0,0,0,0
9/26/2020,1,1,1,1,1,0,0,0,0
9/27/2020,1,0,1,0,1,0,0,0,0
9/28/2020,1,0,1,0,1,0,0,0,0
9/29/2020,0,0,0,0,0,0,0,0,0
9/30/2020,0,0,0,0,0,0,0,0,0
10/1/2020,0,0,0,0,0,0,0,0,0
10/2/2020,2,0,3,1,3,0,0,0,0
10/3/2020,1,0,1,0,1,0,0,0,0
10/4/2020,2,0,2,0,2,0,0,0,0
10/5/2020,3,1,3,1,3,0,0,0,0
10/6/2020,1,1,1,1,1,0,0,0,0
10/7/2020,3,1,3,1,3,0,0,0,0
10/8/2020,5,1,5,1,5,0,0,0,0
10/9/2020,4,1,4,1,4,0,0,0,0
10/10/2020,3,1,3,1,3,0,0,0,0
10/11/2020,3,1,3,1,3,0,0,0,0
10/12/2020,3,3,3,3,3,0,0,0,0
10/13/2020,4,3,4,3,4,0,0,0,0
10/14/2020,4,1,4,1,4,0,0,0,0
10/15/2020,2,1,3,1,3,0,0,0,0
10/16/2020,6,1,6,1,6,0,0,0,0
10/17/2020,6,3,6,3,6,0,0,0,0
10/18/2020,2,0,2,0,2,0,0,0,0
10/19/2020,7,3,7,3,7,0,0,0,0
10/20/2020,4,3,4,3,4,0,0,0,0
10/21/2020,7,4,7,4,7,0,0,0,0
10/22/2020,11,4,11,4,11,0,0,0,0
10/23/2020,9,5,9,5,9,0,0,0,0
10/24/2020,3,0,3,0,3,0,0,0,0
10/25/2020,6,0,6,0,6,0,0,0,0
10/26/2020,2,1,2,1,2,0,0,0,0
10/27/2020,2,1,2,1,2,0,0,0,0
10/28/2020,10,4,10,4,10,0,0,0,0
10/29/2020,4,3,4,3,4,0,0,0,0
10/30/2020,3,1,3,1,3,0,0,0,0
10/31/2020,5,3,5,3,5,0,0,0,0
11/1/2020,3,3,4,4,4,0,0,0,0
11/2/2020,2,1,5,3,5,0,0,0,0
11/3/2020,2,0,8,3,8,0,0,0,0
11/4/2020,1,0,7,5,7,0,0,0,0
11/5/2020,6,4,6,5,6,0,0,0,3
11/6/2020,2,1,4,3,4,0,0,0,3
11/7/2020,3,2,2,2,2,0,0,0,3
11/8/2020,4,2,4,0,4,0,0,0,1
11/9/2020,8,5,1,1,1,0,0,0,3
11/10/2020,6,5,2,2,2,0,0,0,5
11/11/2020,2,1,2,1,2,0,0,0,3
11/12/2020,1,1,0,0,0,0,0,0,2
11/13/2020,1,1,3,1,3,0,0,0,2
11/14/2020,2,1,9,4,9,0,0,0,2
11/15/2020,3,1,3,0,3,0,0,0,1
11/16/2020,4,0,3,2,3,0,0,0,2
11/17/2020,5,3,3,1,3,0,0,0,3
11/18/2020,4,2,5,2,5,0,0,0,2
11/19/2020,4,1,4,2,4,0,0,0,1
11/20/2020,3,1,3,1,3,0,0,0,2
11/21/2020,3,1,4,1,4,0,0,0,2
11/22/2020,3,1,4,2,4,0,0,0,1
11/23/2020,2,2,4,3,4,0,0,0,4
11/24/2020,4,2,0,0,0,0,0,0,8
11/25/2020,4,3,4,2,4,0,0,0,3
11/26/2020,3,1,3,1,3,0,0,0,3
11/27/2020,2,1,2,1,2,0,0,0,4
11/28/2020,4,3,5,1,5,0,0,0,4
11/29/2020,3,2,6,2,6,0,0,0,3
11/30/2020,3,0,6,1,6,0,0,0,2
12/1/2020,2,0,0,0,0,0,0,0,2
12/2/2020,2,2,6,2,6,0,0,0,4
12/3/2020,11,1,1,0,1,0,0,0,3
12/4/2020,0,0,1,0,1,0,0,0,0
12/5/2020,4,1,4,0,4,0,0,0,1
12/6/2020,3,0,2,0,2,0,0,0,0
12/7/2020,2,0,4,0,4,0,0,0,10
12/8/2020,4,2,6,3,6,0,0,0,3
12/9/2020,5,0,3,0,3,0,0,0,1
12/10/2020,3,1,8,2,8,0,0,0,2
12/11/2020,6,1,6,0,6,0,0,0,1
12/12/2020,9,2,6,2,6,0,0,0,7
12/13/2020,4,0,2,0,2,0,0,0,1
12/14/2020,4,1,1,0,1,0,0,0,8
12/15/2020,3,0,5,1,5,0,0,0,4
12/16/2020,7,2,3,0,3,0,0,0,1
12/17/2020,3,1,4,1,4,0,0,0,1
12/18/2020,0,0,2,1,2,0,0,0,0
12/19/2020,1,0,4,0,4,0,0,0,1
12/20/2020,4,1,4,1,4,0,0,0,2
12/21/2020,1,0,2,1,2,0,0,0,11
12/22/2020,1,1,5,1,5,0,0,0,14
12/23/2020,5,2,3,2,3,0,0,0,3
12/24/2020,2,2,10,3,10,0,0,0,26
12/25/2020,3,1,4,1,4,0,0,0,2
12/26/2020,2,1,8,1,8,0,0,0,2
12/27/2020,1,1,1,0,1,0,0,0,6
12/28/2020,3,0,9,2,9,0,0,0,6
12/29/2020,2,0,3,0,3,0,0,0,1
12/30/2020,6,1,9,1,9,0,0,0,3
12/31/2020,8,0,7,2,7,0,0,0,5
1/1/2021,3,0,12,1,12,0,0,0,3
1/2/2021,9,1,9,1,9,0,0,0,2
1/3/2021,11,1,8,1,8,0,0,0,4
1/4/2021,7,0,10,1,10,0,0,0,2
1/5/2021,11,3,10,2,10,0,0,0,4
1/6/2021,1,1,17,3,17,0,0,0,6
1/7/2021,8,1,6,2,6,0,0,0,2
1/8/2021,16,3,12,1,12,0,0,0,3
1/9/2021,5,0,8,1,8,0,0,0,3
1/10/2021,9,1,12,3,12,0,0,0,6
1/11/2021,4,1,3,1,3,0,0,0,2
1/12/2021,4,0,10,1,10,0,0,0,2
1/13/2021,4,2,9,4,9,0,0,0,5
1/14/2021,15,2,13,3,13,0,0,0,5
1/15/2021,8,0,14,3,14,0,0,0,2
1/16/2021,8,1,15,2,15,0,0,0,2
1/17/2021,7,1,11,3,11,0,0,0,1
1/18/2021,4,0,16,1,16,0,0,0,2
1/19/2021,14,1,10,2,10,0,0,0,2
1/20/2021,11,1,20,5,20,0,0,0,4
1/21/2021,12,2,15,5,15,0,0,0,2
1/22/2021,18,4,16,3,16,0,0,0,2
1/23/2021,7,0,15,1,15,0,0,0,1
1/24/2021,11,2,11,1,11,0,0,0,3
1/25/2021,11,3,16,4,16,0,0,0,2
1/26/2021,11,2,20,2,20,0,0,0,4
1/27/2021,7,0,16,6,16,0,0,0,2
1/28/2021,10,2,13,0,13,0,0,0,3
1/29/2021,16,5,19,2,19,0,0,0,4
1/30/2021,13,3,13,2,13,0,0,0,2
1/31/2021,14,2,18,2,18,0,0,0,5
2/1/2021,10,0,15,2,15,0,0,0,1
2/2/2021,21,0,14,1,14,0,0,0,3
2/3/2021,18,4,20,3,20,0,0,0,2
2/4/2021,17,3,22,2,22,0,0,0,2
2/5/2021,19,2,8,2,8,0,0,0,2
2/6/2021,12,3,16,1,16,0,0,0,2
2/7/2021,15,3,12,0,12,0,0,0,1
2/8/2021,24,6,23,6,23,0,0,0,3
2/9/2021,13,0,13,0,13,0,0,0,1
2/10/2021,14,0,11,2,11,0,0,0,2
2/11/2021,1,0,13,0,13,0,0,0,0
2/12/2021,18,1,6,0,6,0,0,0,1
2/13/2021,6,1,15,2,15,0,0,0,3
2/14/2021,8,0,9,1,9,0,0,0,1
2/15/2021,11,0,14,3,14,0,0,0,5
2/16/2021,9,1,13,1,13,0,0,0,1
2/17/2021,23,2,7,1,7,0,0,0,3
2/18/2021,1,0,7,2,7,0,0,0,14
2/19/2021,39,7,9,1,9,0,0,0,10
2/20/2021,9,1,8,0,8,0,0,0,1
2/21/2021,6,1,5,0,5,0,0,0,3
2/22/2021,7,2,10,1,10,0,0,0,2
2/23/2021,20,6,10,2,10,0,0,0,4
2/24/2021,12,1,5,0,5,0,0,0,7
2/25/2021,13,2,6,1,6,0,0,0,32
2/26/2021,10,5,3,0,3,0,0,0,28
2/27/2021,10,2,10,1,10,0,0,0,4
2/28/2021,9,0,5,0,5,0,0,0,2
3/1/2021,5,0,4,0,4,0,0,0,11
3/2/2021,6,1,9,2,9,0,0,0,2
3/3/2021,7,0,4,0,4,0,0,0,3
3/4/2021,5,0,3,0,3,0,0,0,2
3/5/2021,6,1,8,1,8,0,0,0,21
3/6/2021,7,0,4,0,4,0,0,0,1
3/7/2021,3,0,5,0,5,0,0,0,11
3/8/2021,8,1,6,1,6,0,0,0,2
3/9/2021,9,2,8,0,8,0,0,0,4
3/10/2021,5,0,7,1,7,0,0,0,1
3/11/2021,9,1,4,0,4,0,0,0,3
3/12/2021,3,1,3,0,3,0,0,0,2
3/13/2021,3,0,3,0,3,0,0,0,2
3/14/2021,4,0,4,0,4,0,0,0,0
3/15/2021,3,0,4,0,4,0,0,0,2
3/16/2021,5,0,3,0,3,0,0,0,1
3/17/2021,2,0,2,0,2,0,0,0,3
3/18/2021,3,0,1,0,1,0,0,0,2
3/19/2021,2,0,1,0,1,0,0,0,7
3/20/2021,4,0,5,1,5,0,0,0,15
3/21/2021,4,0,5,1,5,0,0,0,15
3/22/2021,5,1,2,0,2,0,0,0,1
3/23/2021,1,0,2,2,2,0,0,0,1
3/24/2021,2,0,4,1,4,0,0,0,3
3/25/2021,2,0,2,0,2,0,0,0,0
3/26/2021,1,0,1,0,1,0,0,0,5
3/27/2021,2,2,8,1,8,0,0,0,5
3/28/2021,4,0,4,0,3,1,0,0,1
3/29/2021,5,0,4,2,4,0,0,0,2
3/30/2021,4,0,6,0,6,0,0,0,2
3/31/2021,8,1,9,2,9,0,0,0,2
4/1/2021,6,2,3,0,3,0,0,0,1
4/2/2021,5,1,2,0,2,0,0,0,2
4/3/2021,3,1,5,0,5,0,0,0,2
4/4/2021,2,0,6,0,6,0,0,0,1
4/5/2021,7,0,4,1,4,0,0,0,4
4/6/2021,5,0,3,1,3,0,0,0,2
4/7/2021,4,0,2,0,2,0,0,0,1
4/8/2021,4,0,6,3,6,0,0,0,2
4/9/2021,5,2,7,2,7,0,0,0,13
4/10/2021,8,0,3,1,3,0,0,0,3
4/11/2021,8,1,6,3,6,0,0,0,36
4/12/2021,4,1,11,0,11,0,0,0,1
4/13/2021,12,5,5,1,5,0,0,0,2
4/14/2021,8,0,5,0,5,0,0,0,1
4/15/2021,10,1,4,0,4,0,0,0,1
4/16/2021,2,0,6,0,6,0,0,0,49
4/17/2021,5,0,11,2,11,0,0,0,4
4/18/2021,8,0,8,3,8,0,0,0,2
4/19/2021,8,0,10,3,10,0,0,0,1
4/20/2021,3,0,10,2,10,0,0,0,1
4/21/2021,11,3,9,1,9,0,0,0,2
4/22/2021,7,0,6,3,6,0,0,0,2
4/23/2021,8,3,15,4,15,0,0,0,3
4/24/2021,11,2,8,3,8,0,0,0,2
4/25/2021,10,0,21,2,21,0,0,0,2
4/26/2021,13,2,14,1,14,0,0,0,1
4/27/2021,13,2,11,2,11,0,0,0,2
4/28/2021,15,3,14,2,14,0,0,0,2
4/29/2021,15,3,22,3,22,0,0,0,3
4/30/2021,14,3,21,1,21,0,0,0,1
5/1/2021,15,0,16,4,16,0,0,0,2
5/2/2021,12,2,20,6,20,0,0,0,1
5/3/2021,18,0,23,1,21,2,0,0,3
5/4/2021,23,2,14,1,14,0,0,0,2
5/5/2021,17,2,31,5,30,1,0,0,2
5/6/2021,19,4,28,4,27,1,0,0,1
5/7/2021,22,3,31,4,31,0,0,0,1
5/8/2021,25,4,29,3,27,2,0,0,2
5/9/2021,26,4,21,2,21,0,0,0,2
5/10/2021,17,0,35,3,34,1,0,0,1
5/11/2021,22,2,44,2,44,0,0,0,2
5/12/2021,39,3,50,4,49,1,0,0,2
5/13/2021,27,3,38,2,36,2,0,0,2
5/14/2021,34,2,45,6,44,1,0,0,2
5/15/2021,44,0,48,9,46,2,0,0,2
5/16/2021,36,1,44,2,40,4,0,0,1
5/17/2021,45,3,51,7,48,3,0,0,2
5/18/2021,47,8,58,7,54,4,0,0,2
5/19/2021,46,5,53,10,50,3,0,0,2
5/20/2021,59,7,46,5,44,2,0,0,2
5/21/2021,50,3,61,8,60,1,0,0,2
5/22/2021,50,10,85,7,81,4,0,0,2
5/23/2021,49,6,69,9,65,4,0,0,2
5/24/2021,61,5,66,8,63,3,0,0,1
5/25/2021,60,4,74,6,71,3,0,0,1
5/26/2021,63,8,91,8,84,7,0,0,2
5/27/2021,59,3,63,8,57,6,0,0,2
5/28/2021,61,3,105,13,102,3,0,0,2
5/29/2021,98,9,75,2,74,1,0,0,2
5/30/2021,79,8,109,14,103,6,0,0,2
5/31/2021,67,8,97,11,90,7,0,0,1
6/1/2021,71,5,94,10,86,8,0,0,2
6/2/2021,126,10,87,9,85,2,0,0,3
6/3/2021,103,9,110,5,107,3,0,0,2
6/4/2021,86,7,83,7,80,3,0,0,1
6/5/2021,109,9,90,9,83,7,0,0,2
6/6/2021,87,6,79,13,75,4,0,0,1
6/7/2021,82,6,84,10,81,2,1,0,2
6/8/2021,76,5,73,13,71,2,0,0,2
6/9/2021,75,11,93,9,88,5,0,0,2
6/10/2021,73,6,68,6,61,7,0,0,2
6/11/2021,84,16,66,2,61,5,0,0,2
6/12/2021,76,5,83,7,79,4,0,0,2
6/13/2021,64,6,73,6,67,5,1,0,1
6/14/2021,60,3,91,8,86,5,0,0,2
6/15/2021,101,9,79,10,74,5,0,0,2
6/16/2021,73,9,81,12,76,5,0,0,2
6/17/2021,60,2,81,11,76,5,0,0,2
6/18/2021,74,6,81,11,73,8,0,0,2
6/19/2021,72,11,67,13,63,4,0,0,2
6/20/2021,60,7,75,11,64,11,0,0,2
6/21/2021,69,5,81,12,72,9,0,0,2
6/22/2021,77,11,88,13,78,10,0,0,2
6/23/2021,83,10,84,11,72,12,0,0,2
6/24/2021,84,11,81,15,70,11,0,0,2
6/25/2021,82,17,78,5,66,12,0,0,2
6/26/2021,81,10,88,13,75,13,0,0,2
6/27/2021,60,9,72,12,56,15,1,0,2
6/28/2021,57,4,91,7,79,11,1,0,1
6/29/2021,107,14,91,20,74,16,1,0,3
6/30/2021,62,7,110,15,88,22,0,0,2
7/1/2021,84,9,98,19,85,12,1,0,2
7/2/2021,73,13,107,18,94,11,2,0,2
7/3/2021,107,14,118,15,92,25,1,0,2
7/4/2021,63,7,114,14,94,19,1,0,2
7/5/2021,77,13,100,16,78,22,0,0,2
7/6/2021,103,12,113,12,84,29,0,0,3
7/7/2021,91,10,155,17,123,32,0,0,3
7/8/2021,135,20,158,38,118,38,2,0,3
7/9/2021,77,8,182,24,122,55,5,0,2
7/10/2021,87,8,149,32,111,35,3,0,3
7/11/2021,90,10,184,34,136,47,1,0,2
7/12/2021,103,14,176,51,128,45,3,0,2
7/13/2021,125,16,193,28,145,47,1,0,2
7/14/2021,118,13,179,34,126,50,3,0,2
7/15/2021,110,15,210,36,153,54,3,0,2
7/16/2021,115,24,214,41,153,58,3,0,3
7/17/2021,138,18,264,46,193,68,3,0,2
7/18/2021,153,24,236,43,169,63,4,0,2
7/19/2021,129,13,223,33,157,64,2,0,2
7/20/2021,93,10,278,58,196,79,3,0,1
7/21/2021,199,33,272,53,174,88,10,0,4
7/22/2021,134,22,266,48,166,92,8,0,2
7/23/2021,144,8,289,55,178,100,11,0,2
7/24/2021,184,32,299,59,191,94,14,0,3
7/25/2021,92,8,303,56,204,92,7,0,2
7/26/2021,207,14,269,64,179,80,10,0,3
7/27/2021,207,31,276,74,201,63,12,0,3
7/28/2021,143,14,321,62,207,100,14,0,2
7/29/2021,174,28,289,66,193,78,18,0,2
7/30/2021,134,9,328,89,217,103,8,0,2
7/31/2021,165,12,312,85,194,103,15,0,3
8/1/2021,160,20,326,98,211,101,14,0,3
8/2/2021,219,21,375,96,224,136,15,0,3
8/3/2021,195,34,340,84,206,112,22,0,3
8/4/2021,257,21,307,79,197,90,20,0,4
8/5/2021,164,22,313,64,205,90,18,0,3
8/6/2021,160,24,358,90,220,115,23,0,3
8/7/2021,210,34,334,71,213,104,17,0,4
8/8/2021,360,85,320,78,213,88,19,0,8
8/9/2021,212,16,305,64,204,89,12,0,3
8/10/2021,201,34,408,118,250,122,36,0,4
8/11/2021,211,16,288,65,181,88,19,0,4
8/12/2021,318,93,294,56,164,103,27,0,5
8/13/2021,277,96,263,32,159,82,22,0,6
8/14/2021,260,68,276,59,164,85,27,0,5
8/15/2021,282,101,289,67,166,104,19,0,4
8/16/2021,274,77,291,61,177,89,25,0,5
8/17/2021,293,44,253,65,166,67,20,0,4
8/18/2021,225,35,278,71,166,85,27,0,3
8/19/2021,178,35,257,69,160,71,26,0,3
8/20/2021,233,60,233,52,142,69,22,0,4
8/21/2021,223,35,248,60,155,64,29,0,4
8/22/2021,232,43,303,73,189,73,41,0,4
8/23/2021,174,21,273,57,175,71,27,0,3
8/24/2021,211,40,187,66,112,52,23,0,3
8/25/2021,265,69,235,52,159,51,25,0,5
8/26/2021,393,100,270,56,160,81,29,0,6
8/27/2021,339,99,236,55,142,70,24,0,8
8/28/2021,252,31,238,62,146,58,34,0,3
8/29/2021,285,51,245,69,153,56,36,0,4
8/30/2021,294,53,273,68,191,53,29,0,3
8/31/2021,282,98,256,63,162,51,43,0,6
9/1/2021,278,65,268,61,164,55,49,0,3
9/2/2021,249,80,227,54,138,61,28,0,4
9/3/2021,330,93,217,53,135,49,33,0,6
9/4/2021,362,104,228,47,142,57,29,0,5
9/5/2021,336,107,249,51,132,65,52,0,7
9/6/2021,272,81,233,52,155,42,36,0,4
9/7/2021,311,93,228,54,152,49,27,0,4
9/8/2021,361,102,247,64,148,49,50,0,8
9/9/2021,322,55,212,51,112,56,44,0,7
9/10/2021,341,102,214,48,131,42,41,0,9
9/11/2021,592,88,213,49,124,50,39,0,25
9/12/2021,292,106,226,49,135,42,49,0,5
9/13/2021,413,176,181,43,115,34,32,0,6
9/14/2021,463,108,194,50,99,48,47,0,23
9/15/2021,422,92,211,47,123,44,44,0,7
9/16/2021,346,105,182,39,91,39,52,0,6
9/17/2021,387,64,190,28,87,43,60,0,7
9/18/2021,324,70,167,30,97,33,37,0,4
9/19/2021,376,75,159,46,88,29,42,0,6
9/20/2021,301,92,147,26,62,51,34,0,12
9/21/2021,334,84,152,24,87,29,36,0,27
